"t_id","query","intent_type","confidence_score"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to create an order programmatically?","info","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Process a new order via the API.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Initiate an order for a specific customer ID.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a customer order with a specific shipping method.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Test order creation with insufficient inventory.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Simulate an order with a valid payment token.","action","0.96"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Validate order pricing and taxes.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to use the simulate parameter for order creation?","info","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a customer order for a subscription.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a purchase from a mobile app.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","API for e-commerce order placement.","info","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Generate a new sales order.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What API endpoint creates customer orders?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creata custmor order","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","oder creationn","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submite purhcase","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new ordr for custumer","action","0.81"
"347ac849-20ac-4cd7-ae49-288d9e96484b","plc ordr","action","0.83"
"347ac849-20ac-4cd7-ae49-288d9e96484b","wanna make an order","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add order for client","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gimme that order API","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","order stuff","action","0.82"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make a purchase","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","order placement","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new cust order","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create purchase","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust purchase","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","API create order","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a new customer order for an e-commerce platform.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a purchase order with specific item details and shipping.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How do I initiate a customer order using the API?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Process a new order including inventory validation and payment.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Can I create a subscription service order programmatically?","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Generate a unique order ID for a new customer transaction.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Perform a dry run for order creation using the simulate parameter.","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Test the order creation workflow without affecting live data.","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Validate the order placement logic through the API.","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit an order for customer ID 789 with multiple products.","action","0.96"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order with an estimated delivery date.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Integrate order placement into our mobile application.","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What is the procedure for creating a new customer order?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Execute a new order with all required customer and item details.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Add a new order to the system for processing.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Develop a function to create customer orders via API.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Initiate an e-commerce order using RESTful principles.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Set up an automated order creation for our ERP system.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Register a new purchase for a returning customer.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a customer request to purchase items.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Place a new order and receive order metadata.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Ensure idempotency when creating new orders.","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order for a POS system.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What are the error codes for order creation?","info","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Simulate an order creation request.","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order with a specific pricing summary.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Initiate an order for customer support.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Place a new order for a guest user.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order with a discount applied.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to create an order using Bearer tokens?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit an order and get its status.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creaet custmer oder","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new ordr creatin","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt orderr","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","plaec a new orfer","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr placemnt","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","mak an order","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","customeer ordr","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cretae ordr","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","prcess ordr","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr for cusotmer","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creat custmer oderr","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","neww order","action","0.81"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt pruchase","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","makin new order","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr sysstem","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","initiat order","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr validaion","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","paymnet for ordr","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creeate new ordr","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cusotmer purchas","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add orderr to cart","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","place ordeer","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creat an order","action","0.82"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create cust ord","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new ord API","action","0.82"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submit PO","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","place cust ord","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord creation","action","0.83"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make new ord","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust order req","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add ord sys","action","0.82"
"347ac849-20ac-4cd7-ae49-288d9e96484b","proc ord","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gen ord ID","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord w/ pay","action","0.83"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create new cust ord","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord details","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","e-comm ord","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","yo, create order","action","0.65"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gimme a new order","action","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add some stuff to buy","action","0.62"
"347ac849-20ac-4cd7-ae49-288d9e96484b","need to order something","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","lemme place an order","action","0.67"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create an order, please","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","I wanna buy this","action","0.66"
"347ac849-20ac-4cd7-ae49-288d9e96484b","get me an order done","action","0.64"
"347ac849-20ac-4cd7-ae49-288d9e96484b","let's get this ordered","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","buy","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Can I test order creation without payment?","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to create an order for a new customer?","info","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creat orderr for customr","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","shippin details for new ordr","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr validaion flow","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust id for ordr","action","0.81"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create a new cust. ord.","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord. place.","action","0.83"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add new purch.","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust. ord. proc.","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create some orders","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","I need an order made","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","can you create an order for me?","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new purchase","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create new","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Generate an order with full shipping details.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Use the API to create an order with payment initiation.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Ensure data consistency during order placement.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Place an order for a new product list.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cretae a neww custmer oder","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt neww ordr","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","plaec ordr forr cusotmer","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","mak an neww ordr","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","custmr ordr creatin","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new cust. ord. form","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord. for cust. ID","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make an order, yo","action","0.67"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gonna make an order","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","order now","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Can I get info on creating an order?","info","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to initiate an order programmatically?","info","0.87"
