"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0047"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0048"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0049"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0050"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0051"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0052"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0053"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0054"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0055"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0056"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0057"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0058"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0059"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0060"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a long customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0061"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long customer ID"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0062"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0063"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0064"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0065"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0066"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0067"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0068"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0069"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0070"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0071"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0072"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0073"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0074"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0075"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0076"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a long customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0077"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long customer ID"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0078"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0079"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0080"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0081"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0082"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0083"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0084"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0085"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0086"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0087"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0088"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0089"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0090"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0091"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0092"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
